,system:index,area,class_id,class_name,territory,version,year,.geo,LEVEL_0
42,2_0_6,703.3976439097335,23,Playa y Dunas,0.0,col5-v2-chaco-level_bioma-FINAL,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
43,2_0_7,2378.329986940745,24,Infraestructura Urbana,0.0,col5-v2-chaco-level_bioma-FINAL,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
44,2_0_8,360.0063221227242,25,Otras Areas No Vegetadas,0.0,col5-v2-chaco-level_bioma-FINAL,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
45,2_0_9,9948.21561847164,26,Cuerpo de agua,0.0,col5-v2-chaco-level_bioma-FINAL,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
46,2_0_10,4900.139056617695,32,Salinas,0.0,col5-v2-chaco-level_bioma-FINAL,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
47,2_0_11,0.0361189986572265,36,Cultivos Arbustivos,0.0,col5-v2-chaco-level_bioma-FINAL,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
48,2_0_12,6918.10214366336,42,Pastizal Abierto,0.0,col5-v2-chaco-level_bioma-FINAL,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
49,2_0_13,50626.94570041002,43,Pastizal Cerrado,0.0,col5-v2-chaco-level_bioma-FINAL,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
50,2_0_14,699.8153647459185,44,Pastizal Disperso,0.0,col5-v2-chaco-level_bioma-FINAL,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
51,2_0_15,14417.842192668715,45,Leñosas Dispersas,0.0,col5-v2-chaco-level_bioma-FINAL,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
52,2_0_16,35758.57249945219,57,Cultivos Simples,0.0,col5-v2-chaco-level_bioma-FINAL,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
53,2_0_17,5772.432564337266,58,Cultivos Multiples,0.0,col5-v2-chaco-level_bioma-FINAL,1987,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
54,3_0_0,676538.4414414358,3,Leñosas Cerradas,0.0,col5-v2-chaco-level_bioma-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
55,3_0_1,77393.77542046542,4,Leñosas Abiertas,0.0,col5-v2-chaco-level_bioma-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
56,3_0_2,69320.61156849985,6,Leñosas Inundables,0.0,col5-v2-chaco-level_bioma-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
57,3_0_3,626.800867058139,9,Leñosas Cultivadas,0.0,col5-v2-chaco-level_bioma-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
58,3_0_4,92572.67836230528,11,Pastizal Inundable,0.0,col5-v2-chaco-level_bioma-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
59,3_0_5,25340.46734224688,15,Pasturas,0.0,col5-v2-chaco-level_bioma-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
60,3_0_6,657.7017279085399,23,Playa y Dunas,0.0,col5-v2-chaco-level_bioma-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
61,3_0_7,2389.6804902055887,24,Infraestructura Urbana,0.0,col5-v2-chaco-level_bioma-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
62,3_0_8,248.9044855260977,25,Otras Areas No Vegetadas,0.0,col5-v2-chaco-level_bioma-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
63,3_0_9,10156.708316631815,26,Cuerpo de agua,0.0,col5-v2-chaco-level_bioma-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
64,3_0_10,5025.140393086129,32,Salinas,0.0,col5-v2-chaco-level_bioma-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
65,3_0_11,0.082318125,36,Cultivos Arbustivos,0.0,col5-v2-chaco-level_bioma-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
66,3_0_12,6983.532817656154,42,Pastizal Abierto,0.0,col5-v2-chaco-level_bioma-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
67,3_0_13,52717.28855795903,43,Pastizal Cerrado,0.0,col5-v2-chaco-level_bioma-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
68,3_0_14,720.3650510891722,44,Pastizal Disperso,0.0,col5-v2-chaco-level_bioma-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
69,3_0_15,14785.874283819545,45,Leñosas Dispersas,0.0,col5-v2-chaco-level_bioma-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
70,3_0_16,37557.10316848851,57,Cultivos Simples,0.0,col5-v2-chaco-level_bioma-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
71,3_0_17,5348.024612147117,58,Cultivos Multiples,0.0,col5-v2-chaco-level_bioma-FINAL,1988,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
72,4_0_0,673577.934397572,3,Leñosas Cerradas,0.0,col5-v2-chaco-level_bioma-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
73,4_0_1,78234.35244648835,4,Leñosas Abiertas,0.0,col5-v2-chaco-level_bioma-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
74,4_0_2,68694.13531200709,6,Leñosas Inundables,0.0,col5-v2-chaco-level_bioma-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
75,4_0_3,676.1340660747246,9,Leñosas Cultivadas,0.0,col5-v2-chaco-level_bioma-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
76,4_0_4,92591.90290722942,11,Pastizal Inundable,0.0,col5-v2-chaco-level_bioma-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
77,4_0_5,26298.90494097406,15,Pasturas,0.0,col5-v2-chaco-level_bioma-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
78,4_0_6,711.9962875182243,23,Playa y Dunas,0.0,col5-v2-chaco-level_bioma-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
79,4_0_7,2392.6654641188047,24,Infraestructura Urbana,0.0,col5-v2-chaco-level_bioma-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
80,4_0_8,337.5333180019037,25,Otras Areas No Vegetadas,0.0,col5-v2-chaco-level_bioma-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
81,4_0_9,10579.59941269787,26,Cuerpo de agua,0.0,col5-v2-chaco-level_bioma-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
82,4_0_10,5262.928611583862,32,Salinas,0.0,col5-v2-chaco-level_bioma-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
83,4_0_11,0.0428612104492187,36,Cultivos Arbustivos,0.0,col5-v2-chaco-level_bioma-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
84,4_0_12,6866.804426739416,42,Pastizal Abierto,0.0,col5-v2-chaco-level_bioma-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
85,4_0_13,52762.00648449454,43,Pastizal Cerrado,0.0,col5-v2-chaco-level_bioma-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
86,4_0_14,729.2844092396087,44,Pastizal Disperso,0.0,col5-v2-chaco-level_bioma-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
87,4_0_15,15259.830631216448,45,Leñosas Dispersas,0.0,col5-v2-chaco-level_bioma-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
88,4_0_16,40881.40803279957,57,Cultivos Simples,0.0,col5-v2-chaco-level_bioma-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
89,4_0_17,2525.7172146827406,58,Cultivos Multiples,0.0,col5-v2-chaco-level_bioma-FINAL,1989,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
90,5_0_0,673079.6415831046,3,Leñosas Cerradas,0.0,col5-v2-chaco-level_bioma-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
91,5_0_1,77974.65530486566,4,Leñosas Abiertas,0.0,col5-v2-chaco-level_bioma-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
92,5_0_2,69431.24508774804,6,Leñosas Inundables,0.0,col5-v2-chaco-level_bioma-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
93,5_0_3,788.1851238887368,9,Leñosas Cultivadas,0.0,col5-v2-chaco-level_bioma-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
94,5_0_4,92129.74041698089,11,Pastizal Inundable,0.0,col5-v2-chaco-level_bioma-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
95,5_0_5,26861.038777335983,15,Pasturas,0.0,col5-v2-chaco-level_bioma-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
96,5_0_6,608.6789373728095,23,Playa y Dunas,0.0,col5-v2-chaco-level_bioma-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
97,5_0_7,2397.7220517506944,24,Infraestructura Urbana,0.0,col5-v2-chaco-level_bioma-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
98,5_0_8,388.0343112025174,25,Otras Areas No Vegetadas,0.0,col5-v2-chaco-level_bioma-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
99,5_0_9,10385.508754567232,26,Cuerpo de agua,0.0,col5-v2-chaco-level_bioma-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
100,5_0_10,5293.950227622037,32,Salinas,0.0,col5-v2-chaco-level_bioma-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
101,5_0_11,0.3950420311279298,36,Cultivos Arbustivos,0.0,col5-v2-chaco-level_bioma-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
102,5_0_12,6789.34826105285,42,Pastizal Abierto,0.0,col5-v2-chaco-level_bioma-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
103,5_0_13,53362.10690424056,43,Pastizal Cerrado,0.0,col5-v2-chaco-level_bioma-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
104,5_0_14,719.9813512087666,44,Pastizal Disperso,0.0,col5-v2-chaco-level_bioma-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
105,5_0_15,14739.871437858765,45,Leñosas Dispersas,0.0,col5-v2-chaco-level_bioma-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
106,5_0_16,37031.87947838468,57,Cultivos Simples,0.0,col5-v2-chaco-level_bioma-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
107,5_0_17,6401.198173435455,58,Cultivos Multiples,0.0,col5-v2-chaco-level_bioma-FINAL,1990,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
108,6_0_0,673187.1554026349,3,Leñosas Cerradas,0.0,col5-v2-chaco-level_bioma-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
109,6_0_1,77282.62911027833,4,Leñosas Abiertas,0.0,col5-v2-chaco-level_bioma-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
110,6_0_2,69245.99453517399,6,Leñosas Inundables,0.0,col5-v2-chaco-level_bioma-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
111,6_0_3,706.8058271351546,9,Leñosas Cultivadas,0.0,col5-v2-chaco-level_bioma-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
112,6_0_4,92755.10800849364,11,Pastizal Inundable,0.0,col5-v2-chaco-level_bioma-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
113,6_0_5,27916.62278946151,15,Pasturas,0.0,col5-v2-chaco-level_bioma-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
114,6_0_6,545.4290000305384,23,Playa y Dunas,0.0,col5-v2-chaco-level_bioma-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
115,6_0_7,2394.919231864216,24,Infraestructura Urbana,0.0,col5-v2-chaco-level_bioma-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
116,6_0_8,374.47533755333774,25,Otras Areas No Vegetadas,0.0,col5-v2-chaco-level_bioma-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
117,6_0_9,10530.060449101096,26,Cuerpo de agua,0.0,col5-v2-chaco-level_bioma-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
118,6_0_10,5531.234459845294,32,Salinas,0.0,col5-v2-chaco-level_bioma-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
119,6_0_11,0.0310537776489257,36,Cultivos Arbustivos,0.0,col5-v2-chaco-level_bioma-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
120,6_0_12,6766.515306877606,42,Pastizal Abierto,0.0,col5-v2-chaco-level_bioma-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
121,6_0_13,53001.57742372248,43,Pastizal Cerrado,0.0,col5-v2-chaco-level_bioma-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
122,6_0_14,707.5751263789888,44,Pastizal Disperso,0.0,col5-v2-chaco-level_bioma-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
123,6_0_15,14084.795957216782,45,Leñosas Dispersas,0.0,col5-v2-chaco-level_bioma-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
124,6_0_16,37760.644748873776,57,Cultivos Simples,0.0,col5-v2-chaco-level_bioma-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
125,6_0_17,5591.607456235699,58,Cultivos Multiples,0.0,col5-v2-chaco-level_bioma-FINAL,1991,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
126,7_0_0,671721.8863698309,3,Leñosas Cerradas,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
127,7_0_1,76078.61118021651,4,Leñosas Abiertas,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
128,7_0_2,68839.3483004663,6,Leñosas Inundables,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
129,7_0_3,728.9291721333731,9,Leñosas Cultivadas,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
130,7_0_4,93645.30916267888,11,Pastizal Inundable,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
131,7_0_5,28119.59834972058,15,Pasturas,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
132,7_0_6,502.6349131511849,23,Playa y Dunas,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
133,7_0_7,2395.657587693721,24,Infraestructura Urbana,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
134,7_0_8,431.4288223482484,25,Otras Areas No Vegetadas,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
135,7_0_9,10953.462165403296,26,Cuerpo de agua,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
136,7_0_10,5279.808311503504,32,Salinas,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
137,7_0_11,0.0151196581420898,36,Cultivos Arbustivos,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
138,7_0_12,6910.928248665826,42,Pastizal Abierto,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
139,7_0_13,52715.17900031003,43,Pastizal Cerrado,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
140,7_0_14,704.9567241053898,44,Pastizal Disperso,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
141,7_0_15,13895.522417016284,45,Leñosas Dispersas,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
142,7_0_16,38382.86722086224,57,Cultivos Simples,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
143,7_0_17,7077.038158891534,58,Cultivos Multiples,0.0,col5-v2-chaco-level_bioma-FINAL,1992,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
144,8_0_0,667944.8185509852,3,Leñosas Cerradas,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
145,8_0_1,76890.10469408477,4,Leñosas Abiertas,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
146,8_0_2,69475.86027927122,6,Leñosas Inundables,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
147,8_0_3,735.2493632666276,9,Leñosas Cultivadas,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
148,8_0_4,93983.47864362168,11,Pastizal Inundable,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
149,8_0_5,27967.772948579808,15,Pasturas,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
150,8_0_6,544.0024989867602,23,Playa y Dunas,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
151,8_0_7,2398.632286276178,24,Infraestructura Urbana,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
152,8_0_8,398.89292724265727,25,Otras Areas No Vegetadas,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
153,8_0_9,11061.5701215777,26,Cuerpo de agua,0.0,col5-v2-chaco-level_bioma-FINAL,1993,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",CHACO
