,system:index,area,class_id,class_name,territory,version,year,.geo,LEVEL_0,LEVEL_1
445,26_0_3,1362.2688052988444,9,Leñosas Cultivadas,0.0,col5-v2-arg-level_1-FINAL,2011,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
446,26_0_4,63909.5231050606,11,Pastizal Inundable,0.0,col5-v2-arg-level_1-FINAL,2011,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
447,26_0_5,26504.071797428125,15,Pasturas,0.0,col5-v2-arg-level_1-FINAL,2011,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
448,26_0_6,349.94804789705233,23,Playa y Dunas,0.0,col5-v2-arg-level_1-FINAL,2011,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
449,26_0_7,1543.2590750445563,24,Infraestructura Urbana,0.0,col5-v2-arg-level_1-FINAL,2011,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
450,26_0_8,372.44515338899134,25,Otras Areas No Vegetadas,0.0,col5-v2-arg-level_1-FINAL,2011,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
451,26_0_9,6525.6512882444085,26,Cuerpo de agua,0.0,col5-v2-arg-level_1-FINAL,2011,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
452,26_0_10,5112.83401520212,32,Salinas,0.0,col5-v2-arg-level_1-FINAL,2011,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
453,26_0_11,6750.326341629196,42,Pastizal Abierto,0.0,col5-v2-arg-level_1-FINAL,2011,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
454,26_0_12,34932.180101028054,43,Pastizal Cerrado,0.0,col5-v2-arg-level_1-FINAL,2011,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
455,26_0_13,944.3042499383788,44,Pastizal Disperso,0.0,col5-v2-arg-level_1-FINAL,2011,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
456,26_0_14,14525.5641688133,45,Leñosas Dispersas,0.0,col5-v2-arg-level_1-FINAL,2011,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
457,26_0_15,68233.35641898644,57,Cultivos Simples,0.0,col5-v2-arg-level_1-FINAL,2011,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
458,26_0_16,12883.738660630645,58,Cultivos Multiples,0.0,col5-v2-arg-level_1-FINAL,2011,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
459,27_0_0,312737.25472598115,3,Leñosas Cerradas,0.0,col5-v2-arg-level_1-FINAL,2012,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
460,27_0_1,69923.41002017436,4,Leñosas Abiertas,0.0,col5-v2-arg-level_1-FINAL,2012,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
461,27_0_2,20061.548129734256,6,Leñosas Inundables,0.0,col5-v2-arg-level_1-FINAL,2012,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
462,27_0_3,1346.7565156131452,9,Leñosas Cultivadas,0.0,col5-v2-arg-level_1-FINAL,2012,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
463,27_0_4,66968.87968301248,11,Pastizal Inundable,0.0,col5-v2-arg-level_1-FINAL,2012,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
464,27_0_5,27558.36376504753,15,Pasturas,0.0,col5-v2-arg-level_1-FINAL,2012,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
465,27_0_6,362.5828404350727,23,Playa y Dunas,0.0,col5-v2-arg-level_1-FINAL,2012,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
466,27_0_7,1545.5148280656522,24,Infraestructura Urbana,0.0,col5-v2-arg-level_1-FINAL,2012,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
467,27_0_8,316.9463074336603,25,Otras Areas No Vegetadas,0.0,col5-v2-arg-level_1-FINAL,2012,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
468,27_0_9,6250.66504942849,26,Cuerpo de agua,0.0,col5-v2-arg-level_1-FINAL,2012,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
469,27_0_10,4920.641495531681,32,Salinas,0.0,col5-v2-arg-level_1-FINAL,2012,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
470,27_0_11,7040.601718828741,42,Pastizal Abierto,0.0,col5-v2-arg-level_1-FINAL,2012,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
471,27_0_12,32956.45968733203,43,Pastizal Cerrado,0.0,col5-v2-arg-level_1-FINAL,2012,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
472,27_0_13,905.3284823877688,44,Pastizal Disperso,0.0,col5-v2-arg-level_1-FINAL,2012,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
473,27_0_14,14974.55539253343,45,Leñosas Dispersas,0.0,col5-v2-arg-level_1-FINAL,2012,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
474,27_0_15,70913.79270913798,57,Cultivos Simples,0.0,col5-v2-arg-level_1-FINAL,2012,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
475,27_0_16,12349.402296677228,58,Cultivos Multiples,0.0,col5-v2-arg-level_1-FINAL,2012,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
476,28_0_0,310782.6283379846,3,Leñosas Cerradas,0.0,col5-v2-arg-level_1-FINAL,2013,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
477,28_0_1,70025.8080153246,4,Leñosas Abiertas,0.0,col5-v2-arg-level_1-FINAL,2013,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
478,28_0_2,20191.315426673536,6,Leñosas Inundables,0.0,col5-v2-arg-level_1-FINAL,2013,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
479,28_0_3,1508.578977701845,9,Leñosas Cultivadas,0.0,col5-v2-arg-level_1-FINAL,2013,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
480,28_0_4,67036.41374309511,11,Pastizal Inundable,0.0,col5-v2-arg-level_1-FINAL,2013,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
481,28_0_5,29884.204435755928,15,Pasturas,0.0,col5-v2-arg-level_1-FINAL,2013,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
482,28_0_6,318.21654139438726,23,Playa y Dunas,0.0,col5-v2-arg-level_1-FINAL,2013,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
483,28_0_7,1544.5396098572878,24,Infraestructura Urbana,0.0,col5-v2-arg-level_1-FINAL,2013,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
484,28_0_8,176.96002123535044,25,Otras Areas No Vegetadas,0.0,col5-v2-arg-level_1-FINAL,2013,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
485,28_0_9,6423.133658175859,26,Cuerpo de agua,0.0,col5-v2-arg-level_1-FINAL,2013,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
486,28_0_10,4695.663985423185,32,Salinas,0.0,col5-v2-arg-level_1-FINAL,2013,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
487,28_0_11,6748.473682591817,42,Pastizal Abierto,0.0,col5-v2-arg-level_1-FINAL,2013,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
488,28_0_12,31631.53467618313,43,Pastizal Cerrado,0.0,col5-v2-arg-level_1-FINAL,2013,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
489,28_0_13,938.6758644409148,44,Pastizal Disperso,0.0,col5-v2-arg-level_1-FINAL,2013,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
490,28_0_14,15056.001127740215,45,Leñosas Dispersas,0.0,col5-v2-arg-level_1-FINAL,2013,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
491,28_0_15,74629.24094459142,57,Cultivos Simples,0.0,col5-v2-arg-level_1-FINAL,2013,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
492,28_0_16,9541.314599184503,58,Cultivos Multiples,0.0,col5-v2-arg-level_1-FINAL,2013,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
493,29_0_0,310655.25229365844,3,Leñosas Cerradas,0.0,col5-v2-arg-level_1-FINAL,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
494,29_0_1,69382.75074099547,4,Leñosas Abiertas,0.0,col5-v2-arg-level_1-FINAL,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
495,29_0_2,19334.938221813947,6,Leñosas Inundables,0.0,col5-v2-arg-level_1-FINAL,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
496,29_0_3,1474.0594743273089,9,Leñosas Cultivadas,0.0,col5-v2-arg-level_1-FINAL,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
497,29_0_4,66094.37912600428,11,Pastizal Inundable,0.0,col5-v2-arg-level_1-FINAL,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
498,29_0_5,31589.651203569483,15,Pasturas,0.0,col5-v2-arg-level_1-FINAL,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
499,29_0_6,326.52770780728093,23,Playa y Dunas,0.0,col5-v2-arg-level_1-FINAL,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
500,29_0_7,1543.9111858688002,24,Infraestructura Urbana,0.0,col5-v2-arg-level_1-FINAL,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
501,29_0_8,191.42079874758903,25,Otras Areas No Vegetadas,0.0,col5-v2-arg-level_1-FINAL,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
502,29_0_9,6906.656319287213,26,Cuerpo de agua,0.0,col5-v2-arg-level_1-FINAL,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
503,29_0_10,4732.115984315011,32,Salinas,0.0,col5-v2-arg-level_1-FINAL,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
504,29_0_11,6754.960175538809,42,Pastizal Abierto,0.0,col5-v2-arg-level_1-FINAL,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
505,29_0_12,32203.63962872604,43,Pastizal Cerrado,0.0,col5-v2-arg-level_1-FINAL,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
506,29_0_13,891.6910736435464,44,Pastizal Disperso,0.0,col5-v2-arg-level_1-FINAL,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
507,29_0_14,14789.830675990992,45,Leñosas Dispersas,0.0,col5-v2-arg-level_1-FINAL,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
508,29_0_15,76604.53694823588,57,Cultivos Simples,0.0,col5-v2-arg-level_1-FINAL,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
509,29_0_16,7656.382088828914,58,Cultivos Multiples,0.0,col5-v2-arg-level_1-FINAL,2014,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
510,30_0_0,310004.1069551051,3,Leñosas Cerradas,0.0,col5-v2-arg-level_1-FINAL,2015,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
511,30_0_1,69169.1989719635,4,Leñosas Abiertas,0.0,col5-v2-arg-level_1-FINAL,2015,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
512,30_0_2,18569.32389775906,6,Leñosas Inundables,0.0,col5-v2-arg-level_1-FINAL,2015,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
513,30_0_3,1666.3419899135008,9,Leñosas Cultivadas,0.0,col5-v2-arg-level_1-FINAL,2015,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
514,30_0_4,66322.6707221483,11,Pastizal Inundable,0.0,col5-v2-arg-level_1-FINAL,2015,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
515,30_0_5,33033.155467229706,15,Pasturas,0.0,col5-v2-arg-level_1-FINAL,2015,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
516,30_0_6,302.4922008489412,23,Playa y Dunas,0.0,col5-v2-arg-level_1-FINAL,2015,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
517,30_0_7,1543.3432130451213,24,Infraestructura Urbana,0.0,col5-v2-arg-level_1-FINAL,2015,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
518,30_0_8,333.1339524261033,25,Otras Areas No Vegetadas,0.0,col5-v2-arg-level_1-FINAL,2015,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
519,30_0_9,7243.585639447919,26,Cuerpo de agua,0.0,col5-v2-arg-level_1-FINAL,2015,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
520,30_0_10,4911.353631725807,32,Salinas,0.0,col5-v2-arg-level_1-FINAL,2015,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
521,30_0_11,6914.132205132152,42,Pastizal Abierto,0.0,col5-v2-arg-level_1-FINAL,2015,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
522,30_0_12,33056.22276354813,43,Pastizal Cerrado,0.0,col5-v2-arg-level_1-FINAL,2015,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
523,30_0_13,845.4310274001151,44,Pastizal Disperso,0.0,col5-v2-arg-level_1-FINAL,2015,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
524,30_0_14,14938.288117471178,45,Leñosas Dispersas,0.0,col5-v2-arg-level_1-FINAL,2015,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
525,30_0_15,59730.63278212382,57,Cultivos Simples,0.0,col5-v2-arg-level_1-FINAL,2015,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
526,30_0_16,22549.290110076246,58,Cultivos Multiples,0.0,col5-v2-arg-level_1-FINAL,2015,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
527,31_0_0,308198.1736339918,3,Leñosas Cerradas,0.0,col5-v2-arg-level_1-FINAL,2016,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
528,31_0_1,69840.64975841578,4,Leñosas Abiertas,0.0,col5-v2-arg-level_1-FINAL,2016,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
529,31_0_2,18835.420848998285,6,Leñosas Inundables,0.0,col5-v2-arg-level_1-FINAL,2016,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
530,31_0_3,1668.8110941267353,9,Leñosas Cultivadas,0.0,col5-v2-arg-level_1-FINAL,2016,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
531,31_0_4,66034.01795412364,11,Pastizal Inundable,0.0,col5-v2-arg-level_1-FINAL,2016,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
532,31_0_5,34096.85053278607,15,Pasturas,0.0,col5-v2-arg-level_1-FINAL,2016,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
533,31_0_6,311.220701422097,23,Playa y Dunas,0.0,col5-v2-arg-level_1-FINAL,2016,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
534,31_0_7,1544.021238443943,24,Infraestructura Urbana,0.0,col5-v2-arg-level_1-FINAL,2016,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
535,31_0_8,405.5318856859706,25,Otras Areas No Vegetadas,0.0,col5-v2-arg-level_1-FINAL,2016,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
536,31_0_9,7552.959301978479,26,Cuerpo de agua,0.0,col5-v2-arg-level_1-FINAL,2016,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
537,31_0_10,4761.488475947298,32,Salinas,0.0,col5-v2-arg-level_1-FINAL,2016,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
538,31_0_11,6968.172498898452,42,Pastizal Abierto,0.0,col5-v2-arg-level_1-FINAL,2016,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
539,31_0_12,32519.162401839105,43,Pastizal Cerrado,0.0,col5-v2-arg-level_1-FINAL,2016,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
540,31_0_13,821.6739642414085,44,Pastizal Disperso,0.0,col5-v2-arg-level_1-FINAL,2016,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
541,31_0_14,15169.840740812344,45,Leñosas Dispersas,0.0,col5-v2-arg-level_1-FINAL,2016,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
542,31_0_15,57633.632356104434,57,Cultivos Simples,0.0,col5-v2-arg-level_1-FINAL,2016,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
543,31_0_16,24771.07625954325,58,Cultivos Multiples,0.0,col5-v2-arg-level_1-FINAL,2016,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
544,32_0_0,307340.22329577623,3,Leñosas Cerradas,0.0,col5-v2-arg-level_1-FINAL,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
545,32_0_1,68912.04248203043,4,Leñosas Abiertas,0.0,col5-v2-arg-level_1-FINAL,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
546,32_0_2,18152.186128819325,6,Leñosas Inundables,0.0,col5-v2-arg-level_1-FINAL,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
547,32_0_3,1706.4999328435313,9,Leñosas Cultivadas,0.0,col5-v2-arg-level_1-FINAL,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
548,32_0_4,67825.77191944853,11,Pastizal Inundable,0.0,col5-v2-arg-level_1-FINAL,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
549,32_0_5,33228.53253306801,15,Pasturas,0.0,col5-v2-arg-level_1-FINAL,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
550,32_0_6,326.0282729373423,23,Playa y Dunas,0.0,col5-v2-arg-level_1-FINAL,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
551,32_0_7,1542.7068722477827,24,Infraestructura Urbana,0.0,col5-v2-arg-level_1-FINAL,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
552,32_0_8,300.60218758360344,25,Otras Areas No Vegetadas,0.0,col5-v2-arg-level_1-FINAL,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
553,32_0_9,7664.410812468653,26,Cuerpo de agua,0.0,col5-v2-arg-level_1-FINAL,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
554,32_0_10,4854.108273812962,32,Salinas,0.0,col5-v2-arg-level_1-FINAL,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
555,32_0_11,7059.905170862827,42,Pastizal Abierto,0.0,col5-v2-arg-level_1-FINAL,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
556,32_0_12,32121.073664471765,43,Pastizal Cerrado,0.0,col5-v2-arg-level_1-FINAL,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
557,32_0_13,836.5150741708292,44,Pastizal Disperso,0.0,col5-v2-arg-level_1-FINAL,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
558,32_0_14,15320.766289085132,45,Leñosas Dispersas,0.0,col5-v2-arg-level_1-FINAL,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
559,32_0_15,65956.53059097109,57,Cultivos Simples,0.0,col5-v2-arg-level_1-FINAL,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
560,32_0_16,17984.800146759168,58,Cultivos Multiples,0.0,col5-v2-arg-level_1-FINAL,2017,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
561,33_0_0,307072.45586651884,3,Leñosas Cerradas,0.0,col5-v2-arg-level_1-FINAL,2018,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
562,33_0_1,68537.04187476226,4,Leñosas Abiertas,0.0,col5-v2-arg-level_1-FINAL,2018,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
563,33_0_2,17570.820626540168,6,Leñosas Inundables,0.0,col5-v2-arg-level_1-FINAL,2018,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
564,33_0_3,1724.0192399094826,9,Leñosas Cultivadas,0.0,col5-v2-arg-level_1-FINAL,2018,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
565,33_0_4,67839.45473569098,11,Pastizal Inundable,0.0,col5-v2-arg-level_1-FINAL,2018,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
566,33_0_5,34260.025730825255,15,Pasturas,0.0,col5-v2-arg-level_1-FINAL,2018,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
567,33_0_6,347.5955231649819,23,Playa y Dunas,0.0,col5-v2-arg-level_1-FINAL,2018,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
568,33_0_7,1542.5802342969182,24,Infraestructura Urbana,0.0,col5-v2-arg-level_1-FINAL,2018,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
569,33_0_8,243.6538974708089,25,Otras Areas No Vegetadas,0.0,col5-v2-arg-level_1-FINAL,2018,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
570,33_0_9,7482.566783033912,26,Cuerpo de agua,0.0,col5-v2-arg-level_1-FINAL,2018,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
571,33_0_10,4811.320743618656,32,Salinas,0.0,col5-v2-arg-level_1-FINAL,2018,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
572,33_0_11,6997.213060467425,42,Pastizal Abierto,0.0,col5-v2-arg-level_1-FINAL,2018,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
573,33_0_12,32485.04816835459,43,Pastizal Cerrado,0.0,col5-v2-arg-level_1-FINAL,2018,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
574,33_0_13,847.8945857718282,44,Pastizal Disperso,0.0,col5-v2-arg-level_1-FINAL,2018,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
575,33_0_14,15336.48102364036,45,Leñosas Dispersas,0.0,col5-v2-arg-level_1-FINAL,2018,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
576,33_0_15,64938.736789483584,57,Cultivos Simples,0.0,col5-v2-arg-level_1-FINAL,2018,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
577,33_0_16,19095.794763806694,58,Cultivos Multiples,0.0,col5-v2-arg-level_1-FINAL,2018,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
578,34_0_0,304996.4957063692,3,Leñosas Cerradas,0.0,col5-v2-arg-level_1-FINAL,2019,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
579,34_0_1,68101.31845235717,4,Leñosas Abiertas,0.0,col5-v2-arg-level_1-FINAL,2019,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
580,34_0_2,17831.652943661047,6,Leñosas Inundables,0.0,col5-v2-arg-level_1-FINAL,2019,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
581,34_0_3,1746.3440859480258,9,Leñosas Cultivadas,0.0,col5-v2-arg-level_1-FINAL,2019,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
582,34_0_4,68015.0738579585,11,Pastizal Inundable,0.0,col5-v2-arg-level_1-FINAL,2019,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
583,34_0_5,35797.425984973575,15,Pasturas,0.0,col5-v2-arg-level_1-FINAL,2019,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
584,34_0_6,319.4389308279916,23,Playa y Dunas,0.0,col5-v2-arg-level_1-FINAL,2019,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
585,34_0_7,1542.9747656496947,24,Infraestructura Urbana,0.0,col5-v2-arg-level_1-FINAL,2019,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
586,34_0_8,377.89973686387685,25,Otras Areas No Vegetadas,0.0,col5-v2-arg-level_1-FINAL,2019,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
587,34_0_9,7653.017447642472,26,Cuerpo de agua,0.0,col5-v2-arg-level_1-FINAL,2019,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
588,34_0_10,4904.2618215690045,32,Salinas,0.0,col5-v2-arg-level_1-FINAL,2019,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
589,34_0_11,7082.783043824066,42,Pastizal Abierto,0.0,col5-v2-arg-level_1-FINAL,2019,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
590,34_0_12,32982.93552051197,43,Pastizal Cerrado,0.0,col5-v2-arg-level_1-FINAL,2019,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
591,34_0_13,826.4973513946308,44,Pastizal Disperso,0.0,col5-v2-arg-level_1-FINAL,2019,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
592,34_0_14,15190.041766188971,45,Leñosas Dispersas,0.0,col5-v2-arg-level_1-FINAL,2019,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
593,34_0_15,66944.87392277969,57,Cultivos Simples,0.0,col5-v2-arg-level_1-FINAL,2019,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
594,34_0_16,16819.668308833545,58,Cultivos Multiples,0.0,col5-v2-arg-level_1-FINAL,2019,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
595,35_0_0,301940.7977014228,3,Leñosas Cerradas,0.0,col5-v2-arg-level_1-FINAL,2020,"{""type"":""Point"",""coordinates"":[0.0,0.0]}",Chaco,Argentina
